text,labels
2 is sent to the Americas.,eigenvec_val
(a) Find the matrix that gives,eigenvec_val
(b) Find the eigenvalues and eigenvectors of A.,eigenvec_val
(c) Find the limiting distribution of the $4 trillion as the world ends.,eigenvec_val
(d) Find the distribution of the $4 trillion at year k.,eigenvec_val
"15. If A is a Markov matrix, show that the sum of the components of Ax equals the sum",eigenvec_val
"of the components of x. Deduce that if Ax = λx with λ ̸= 1, the components of the",eigenvec_val
eigenvector add to zero.,eigenvec_val
16. The solution to du/dt = Au =,eigenvec_val
u (eigenvalues i and −i) goes around in a circle:,eigenvec_val
"u = (cost,sint). Suppose we approximate du/dt by forward, backward, and centered",eigenvec_val
"differences F, B, C:",eigenvec_val
(F) un+1 −un = Aun or un+1 = (I +A)un (this is Euler’s method).,eigenvec_val
(B) un+1 −un = Aun+1 or un+1 = (I −A)−1un (backward Euler).,eigenvec_val
(C) un+1 −un = 1,eigenvec_val
2A(un+1 +un) or un+1 = (I − 1,eigenvec_val
"Find the eigenvalues of I +A, (IłA)−1, and (I − 1",eigenvec_val
2A). For which difference,eigenvec_val
equation does the solution un stay on a circle?,eigenvec_val
"17. What values of α produce instability in vn+1 = α(vn +wn), wn+1 = α(vn +wn)?",eigenvec_val
"18. Find the largest a, b, c for which these matrices are stable or neutrally stable:",eigenvec_val
"19. Multiplying term by term, check that (IłA)(I + A + A2 + ···) = I. This series rep-",eigenvec_val
"resents (IłA)−1. It is nonnegative when A is nonnegative, provided it has a ﬁnite",eigenvec_val
5.3 Difference Equations and Powers Ak,eigenvec_val
"sum; the condition for that is λmax < 1. Add up the inﬁnite series, and conﬁrm that",eigenvec_val
"it equals (IłA)−1, for the consumption matrix",eigenvec_val
which has λmax = 0.,eigenvec_val
20. For A =,eigenvec_val
", ﬁnd the powers Ak (including A0) and show explicitly that their sum",eigenvec_val
agrees with (I −A)−1.,eigenvec_val
21. Explain by mathematics or economics why increasing the “consumption matrix” A,eigenvec_val
must increase tmax = λ1 (and slow down the expansion).,eigenvec_val
22. What are the limits as k → ∞ (the steady states) of the following?,eigenvec_val
Problems 23–29 are about A = SΛS−1 and Ak = SΛkS−1,eigenvec_val
23. Diagonalize A and compute SΛkS−1 to prove this formula for Ak:,eigenvec_val
5k +1 5k −1,eigenvec_val
5k −1 5k +1,eigenvec_val
24. Diagonalize B and compute SΛkS−1 to prove this formula for Bk:,eigenvec_val
"25. The eigenvalues of A are 1 and 9, the eigenvalues of B are ł1 and 9:",eigenvec_val
Find a matrix square root of A from R = S,eigenvec_val
"ΛS−1, Why is there no real matrix square",eigenvec_val
"26. If A and B have the same λ’s with the same full set of independent eigenvectors, their",eigenvec_val
are the same. So A = B.,eigenvec_val
"27. Suppose A and B have the same full set of eigenvectors, so that A = SΛ1S−1 and",eigenvec_val
B = SΛ2S−1. Prove that AB = BA.,eigenvec_val
28. (a) When do the eigenvectors for λ = 0 span the nullspace N(A)?,eigenvec_val
(b) When do all the eigenvectors for λ ̸= 0 span the column space C(A)?,eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
"29. The powers Ak approach zero if all |λi| < 1, and they blow up if any |λi| > 1. Peter",eigenvec_val
Lax gives four striking examples in his book Linear Algebra.,eigenvec_val
Find the eigenvalues λ = eiθ of B and C to show that B4 = I and C3 = −I.,eigenvec_val
Differential Equations and eAt,eigenvec_val
"Wherever you ﬁnd a system of equations, rather than a single equation, matrix theory",eigenvec_val
"has a part to play. For difference equations, the solution uk = Aku0 depended on the owen",eigenvec_val
"of A. For differential equations, the solution u(t) = eAtu(0) depends on the exponential",eigenvec_val
"of A. To deﬁne this exponential. and to understand it, we turn right away to an example:",eigenvec_val
dt = Au =,eigenvec_val
The ﬁrst step is always to ﬁnd the eigenvalues (ł1 and −3) and the eigenvectors:,eigenvec_val
Then several approaches lead to u(t). Probably the best is to match the general solution,eigenvec_val
to the initial vector u(0) at t = 0.,eigenvec_val
The general solution is a combination of pure exponential solutions. These are so-,eigenvec_val
"lutions of the special form ceλtx, where λ is an eigenvalue of A and x is its eigenvec-",eigenvec_val
"tor. These pure solutions satisfy the differential equation, since d/dt(ceλtx) = A(ceλtx).",eigenvec_val
(They were our introduction to eigenvalues at the start of the chapter.) In this 2 by 2,eigenvec_val
"example, there are two pure exponentials to be combined:",eigenvec_val
u(t) = c1eλ1tx1 +c2eλ2tx2,eigenvec_val
"At time zero, when the exponentials are e0 = 1, u(0) determines c1 and c2:",eigenvec_val
u(0) = c1x1 +c2x2 =,eigenvec_val
"You recognize S, the matrix of eigenvectors. The constants c = S−1u(0) are the same as",eigenvec_val
"they were for difference equations. Substituting them back into equation (2), the solution",eigenvec_val
5.4 Differential Equations and eAt,eigenvec_val
Here is the fundamental formula of this section: SeΛtS−1u(0) solves the differential,eigenvec_val
"equation, just as SΛkS−1u0 solved the difference equation:",eigenvec_val
There are two more things to be done with this example. One is to complete the,eigenvec_val
"mathematics, by giving a direct deﬁnition of the exponential of a matrix. The other",eigenvec_val
is to give a physical interpretation of the equation and its solution. It is the kind of,eigenvec_val
differential equation that has useful applications.,eigenvec_val
The exponential of a diagonal matrix Λ is easy; eΛt just has the n numbers eλt on,eigenvec_val
"the diagonal. For a general matrix A, the natural idea is to imitate the power series",eigenvec_val
"ex = 1+x+x2/2!+x3/3!+···. If we replace x by At and 1 by I, this sum is an n by n",eigenvec_val
eAt = I +At + (At)2,eigenvec_val
"The series always converges, and its sum eAt has the right properties:",eigenvec_val
dt (eAt) = AeAt.,eigenvec_val
"From the last one, u(t) = eAtu(0) solves the differential equation. This solution must",eigenvec_val
be the same as the form SeΛtS−1u(0) used for computation. To prove directly that those,eigenvec_val
"solutions agree, remember that each power (SΛS−1)k telescopes into Ak = SΛkS−1 (be-",eigenvec_val
cause S−1 cancels S). The whole exponential is diagonalized by S:,eigenvec_val
eAt = I +SΛS−1t + SΛ2S−1t2,eigenvec_val
I +Λt + (Λt)2,eigenvec_val
"Example 1. In equation (1), the exponential of A =",eigenvec_val
eAt = SeΛtS−1 =,eigenvec_val
"At t = 0 we get e0 = I. The inﬁnite series eAt gives the answer for all t, but a series can be",eigenvec_val
hard to compute. The form SeΛtS−1 gives the same answer when A can be diagonalized;,eigenvec_val
it requires n independent eigenvectors in S. This simpler form leads to a combination of,eigenvec_val
n exponentials eλtx—which is the best solution of all:,eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
"If A can be diagonalized, A = SΛS−1, then du/dt = Au has the solution",eigenvec_val
u(t) = eAtu(0) = SeΛtS−1u(0).,eigenvec_val
"The columns of S are the eigenvectors x1,...,xn of A. Multiplying gives",eigenvec_val
= c1eλ1tx1 +···+cneλntxn = combination of eλtx.,eigenvec_val
The constants ci that match the initial conditions u(0) are c = S−1u(0).,eigenvec_val
This gives a complete analogy with difference equations and SΛS−1u0. In both cases,eigenvec_val
we assumed that A could be diagonalized. since otherwise it has fewer than n eigenvec-,eigenvec_val
"tors and we have not found enough special solutions. The missing Solutions do exist,",eigenvec_val
but they are more complicated than pure exponentials eλtx. They involve “generalized,eigenvec_val
eigenvectors” and factors like teλt. (To compute this defective case we can use the Jor-,eigenvec_val
"dan form in Appendix B, and ﬁnd eJt.) The formula u(t) = eAtu(0) remains completely",eigenvec_val
The matrix eAt is never singular. One proof is to look at its eigenvalues; if λ is an,eigenvec_val
"eigenvalue of A, then eλt is the corresponding eigenvalue of eAt—and eλt can never be",eigenvec_val
zero. Another approach is to compute the determinant of the exponential:,eigenvec_val
deteAt = eλ1teλ2t ···eλnt = etrace(At).,eigenvec_val
Quick proof that eAt is invertible: Just recognize e−At as its inverse.,eigenvec_val
This invertibility is fundamental for differential equations. If n solutions are linearly,eigenvec_val
"independent at t = 0, they remain linearly independent forever. If the initial vectors are",eigenvec_val
"v1,...,vn, we can put the solutions eAtv into a matrix:",eigenvec_val
"The determinant of the left-hand side is the Wronskian. It never becomes zero, because",eigenvec_val
it is the product of two nonzero determinants. Both matrices on the right-hand side are,eigenvec_val
Remark. Not all differential equations come to us as a ﬁrst-order system du/dt = Au.,eigenvec_val
"We may start from a single equation of higher order, like y′′′ −3y′′ +2y′ = 0. To convert",eigenvec_val
"to a 3 by 3 system, introduce v = y′ and w = v′ as additional unknowns along with y",eigenvec_val
itself. Then these two equations combine with the original one to give u′ = Au:,eigenvec_val
5.4 Differential Equations and eAt,eigenvec_val
Figure 5.1: A model of diffusion between four segments.,eigenvec_val
We are back to a ﬁrst-order system. The problem can be solved two ways. In a course,eigenvec_val
"on differential equations, you would substitute y = eλt into y′′′ −3y′′ +2y′ = 0:",eigenvec_val
(λ 3 −3λ 2 +2λ)eλt = 0,eigenvec_val
λ(λ −1)(λ −2)eλt = 0.,eigenvec_val
"The three pure exponential solutions are y = e0t, y = et, and y = e2t. No eigenvectors are",eigenvec_val
"involved. In a linear algebra course, we ﬁnd the eigenvalues of A:",eigenvec_val
�� = −λ 3 +3λ 2 −2λ = 0.,eigenvec_val
"Equations (10) and (11) are the same! The same three exponents appear: λ = 0, λ = 1,",eigenvec_val
and λ = 2. This is a general rule which makes the two methods consistent; the growth,eigenvec_val
rates of the solutions stay ﬁxed when the equations change form. It seems to us that,eigenvec_val
solving the third-order equation is quicker.,eigenvec_val
The physical signiﬁcance of du/dt =,eigenvec_val
u is easy to explain and at the same,eigenvec_val
time genuinely important. This differential equation describes a process of diffusion.,eigenvec_val
"Divide an inﬁnite pipe into four segments (Figure 5.1). At time t = 0, the middle seg-",eigenvec_val
"ments contain concentrations v(0) and w(0) of a chemical. At each time t, the diffusion",eigenvec_val
rate between two adjacent segments is the difference in concentrations. Within each,eigenvec_val
"segment, the concentration remains uniform (zero in the inﬁnite segments). The process",eigenvec_val
is continuous in time but discrete in space; the unknowns are v(t) and w(t) in the two,eigenvec_val
inner segments S1 and S2.,eigenvec_val
"The concentration v(t) in S1 is changing in two ways. There is diffusion into S0, and",eigenvec_val
"into or out of S2. The net rate of change is dv/dt, and dw/dt is similar:",eigenvec_val
Flow rate into S1,eigenvec_val
Flow rate into S2,eigenvec_val
This law of diffusion exactly matches our example du/dt = Au:,eigenvec_val
The eigenvalues −1 and −3 will govern the solution. They give the rate at which the,eigenvec_val
"concentrations decay, and λ1 is the more important because only an exceptional set of",eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
"starting conditions can lead to “superdecay” at the rate e−3t, In fact, those conditions",eigenvec_val
"must come from the eigenvector (1,−1). If the experiment admits only nonnegative",eigenvec_val
"concentrations, superdecay is impossible and the limiting rate must be e−t. The solution",eigenvec_val
"that decays at this slower rate corresponds to the eigenvector (1,1). Therefore the two",eigenvec_val
concentrations will become nearly equal (typical for diffusion) as t → ∞.,eigenvec_val
"One more comment on this example: It is a discrete approximation, with only two",eigenvec_val
"unknowns, to the continuous diffusion described by this partial differential equation:",eigenvec_val
∂t = ∂ 2u,eigenvec_val
"That heat equation is approached by dividing the pipe into smaller and smaller segments,",eigenvec_val
of length 1/N. The discrete system with N unknowns is governed by,eigenvec_val
"This is the ﬁnite difference matrix with the 1, −2, 1 pattern. The right side Au approaches",eigenvec_val
"the second derivative d2u/dx2, after a scaling factor N2 comes from the ﬂow problem.",eigenvec_val
"In the limit as N → ∞, we reach the heat equation ∂u/∂t = ∂ 2u/∂x2. Its solutions",eigenvec_val
"are still combinations of pure exponentials, but now there are inﬁnitely many. Instead",eigenvec_val
"of eigenvectors from Ax = λx, we have eigenfunctions from d2u/dx2 = λu. Those are",eigenvec_val
u(x) = sinnπx with λ = −n2π2. Then the solution to the heat equation is,eigenvec_val
The constants cn are determined by the initial condition. The novelty is that the eigen-,eigenvec_val
"vectors are functions u(x), because the problem is continuous and not discrete.",eigenvec_val
stability of differential equations,eigenvec_val
Just as for difference equations. the eigenvalues decide how u(t) behaves as t → ∞.,eigenvec_val
"As long as A can be diagonalized, there will be n pure exponential solutions to the",eigenvec_val
"differential equation, and any speciﬁc solution u(t) is some combination",eigenvec_val
u(t) = SeΛtS−1u0 = c1egl1tx1 +···+cneglntxn.,eigenvec_val
"Stability is governed by those factors eglit. If they all approach zero, then u(t) approaches",eigenvec_val
"zero: if they all stay bounded, then u(t) stays bounded; if one of them blows up, then",eigenvec_val
"except for very special starting conditions the solution will blow up. Furthermore, the",eigenvec_val
size of eλt depends only on the real part of λ. It is only the real parts of the eigenvalues,eigenvec_val
"that govern stability: If λ = a+ib, then",eigenvec_val
eλt = eateibt = eat(cosbt +isinbt),eigenvec_val
and the magnitude is,eigenvec_val
5.4 Differential Equations and eAt,eigenvec_val
"This decays for a < 0, it is constant for a = 0, and it explodes for a > 0. The imaginary",eigenvec_val
"part is producing oscillations, but the amplitude comes from the real part.",eigenvec_val
The differential equation du/dt = Au is,eigenvec_val
"stable and eAt → 0 whenever all Reλi < 0,",eigenvec_val
"neutrally stable when all Reλi ≤ 0 and Reλ1 = 0, and",eigenvec_val
unstable and eAt is unbounded if any eigenvalue has Reλi > 0.,eigenvec_val
"In some texts the condition Reλ < 0 is called asymptotic stability, because it guarantees",eigenvec_val
"decay for large times t. Our argument depended on having n pure exponential solutions,",eigenvec_val
but even if A is not diagonalizable (and there are terms like teλt) the result is still true:,eigenvec_val
All solutions approach zero if and only if all eigenvalues have Reλ < 0.,eigenvec_val
Stability is especially easy to decide for a 2 by 2 system (which is very common in,eigenvec_val
applications). The equation is,eigenvec_val
and we need to know when both eigenvalues of that matrix have negative real parts.,eigenvec_val
(Note again that the eigenvalues can be complex numbers.) The stability tests are,eigenvec_val
The trace a+d must be negative.,eigenvec_val
The determinant ad −bc must be positive.,eigenvec_val
"When the eigenvalues are real, those tests guarantee them to be negative. Their product",eigenvec_val
is the determinant; it is positive when the eigenvalues have the same sign. Their sum is,eigenvec_val
the trace; it is negative when both eigenvalues are negative.,eigenvec_val
"When the eigenvalues are a complex pair x ± iy, the tests still succeed. The trace",eigenvec_val
is their sum 2x (which is < 0) and the determinant is (x + iy)(x − iy) = x2 + y2 > 0.,eigenvec_val
"Figure 5.2 shows the one stable quadrant, trace < 0 and determinant > 0. It also shows",eigenvec_val
the parabolic boundary line between real and complex eigenvalues. The reason for the,eigenvec_val
parabola is in the quadratic equation for the eigenvalues:,eigenvec_val
= λ 2 −(trace)λ +(det) = 0.,eigenvec_val
The quadratic formula for λ leads to the parabola (trace)2 = 4(det):,eigenvec_val
λ1 and λ2 = 1,eigenvec_val
"Above the parabola, the number under the square root is negative—so λ is not real. On",eigenvec_val
"the parabola, the square root is zero and λ is repeated. Below the parabola the square",eigenvec_val
"roots are real. Every symmetric matrix has real eigenvalues, since if b = c, then",eigenvec_val
(trace)2 −4(det) = (a+d)2 −4(ad −b2) = (a−d)2 +4b2 ≥ 0.,eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
λ1 = λ2 and,eigenvec_val
both Reλ > 0,eigenvec_val
T 2 = 4D,eigenvec_val
both λ > 0,eigenvec_val
both Reλ < 0,eigenvec_val
both λ < 0,eigenvec_val
det < 0 gives λ1 < 0 and λ2 > 0: real and unstable,eigenvec_val
Figure 5.2: Stability and instability regions for a 2 by 2 matrix.,eigenvec_val
"For complex eigenvalues, b and c have opposite signs and are sufﬁciently large.",eigenvec_val
Example 2. One from each quadrant: only #2 is stable:,eigenvec_val
"On the boundaries of the second quadrant, the equation is neutrally stable. On the hori-",eigenvec_val
"zontal axis, one eigenvalue is zero (because the determinant is λ1λ2 = 0). On the vertical",eigenvec_val
"axis above the origin, both eigenvalues are purely imaginary (because the trace is Zero).",eigenvec_val
Crossing those axes are the two ways that stability is lost.,eigenvec_val
"The n by n case is more difﬁcult. A test for Reλi < 0 came from Routh and Hurwitz,",eigenvec_val
who found a series of inequalities on the entries aij. I do not think this approach is,eigenvec_val
much good for a large matrix; the computer can probably ﬁnd the eigenvalues with more,eigenvec_val
certainty than it can test these inequalities. Lyapunov’s idea was to ﬁnd a weighting,eigenvec_val
matrix W so that the weighted length ∥Wu(t)∥ is always decreasing. If there exists,eigenvec_val
"such a W, then ∥Wu∥ will decrease steadily to zero, and after a few ups and downs u",eigenvec_val
must get there too (stability). The real value of Lyapunov’s method is for a nonlinear,eigenvec_val
equation—then stability can be proved without knowing a formula for u(t).,eigenvec_val
Example 3. du/dt =,eigenvec_val
"u sends u(t) around a circle, starting from u(0) = (1,0).",eigenvec_val
"Since trace = 0 and det = 1, we have purely imaginary eigenvalues:",eigenvec_val
= λ 2 +1 = 0,eigenvec_val
λ = +i and −i.,eigenvec_val
"The eigenvectors are (1,−i) and (1,i). and the solution is",eigenvec_val
5.4 Differential Equations and eAt,eigenvec_val
"That is correct but not beautiful. By substituting cost ±isint for eit and e−it, real num-",eigenvec_val
"bers will reappear: The circling solution is u(t) = (cost,sint).",eigenvec_val
"Starting from a different u(0) = (a,b), the solution u(t) ends up as",eigenvec_val
"There we have something important! The last matrix is multiplying u(0), so it must be",eigenvec_val
the exponential eAt. (Remember that u(t) = eAtu(0).) That matrix of cosines and sines,eigenvec_val
"is our leading example of an orthogonal matrix. The columns have length 1, their inner",eigenvec_val
"product is zero, and we have a conﬁrmation of a wonderful fact:",eigenvec_val
If A is skew-symmetric (AT = −A) then eAt is an orthogonal matrix.,eigenvec_val
AT = −A gives a conservative system. No energy is lost in damping or diffusion:,eigenvec_val
That last equation expresses an essential property of orthogonal matrices. When they,eigenvec_val
"multiply a vector, the length is not changed. The vector u(0) is just rotated, and that",eigenvec_val
describes the solution to du/dt = Au: It goes around in a circle.,eigenvec_val
"In this very unusual case, eAt can also be recognized directly from the inﬁnite series.",eigenvec_val
Note that A =,eigenvec_val
"has A2 = −I, and use this in the series for eAt:",eigenvec_val
I +At + (At)2,eigenvec_val
Example 4. The diffusion equation is stable: A =,eigenvec_val
has λ = −1 and λ = −3.,eigenvec_val
"Example 5. If we close off the inﬁnite segments, nothing can escape:",eigenvec_val
"This is a continuous Markov process. Instead of moving every year, the particles move",eigenvec_val
every instant. Their total number v + w is constant. That comes from adding the two,eigenvec_val
equations on the right-hand side: the derivative of v+w is zero.,eigenvec_val
A discrete Markov matrix has its column sums equal to λmax = 1. A continuous,eigenvec_val
"Markov matrix, for differential equations, has its column sums equal to λmax = 0. A is",eigenvec_val
a discrete Markov matrix if and only if B = A − I is a continuous Markov matrix. The,eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
Figure 5.3: The slow and fast modes of oscillation.,eigenvec_val
steady state for both is the eigenvector for λmax. It is multiplied by 1k = 1 in difference,eigenvec_val
"equations and by e0t = 1 in differential equations, and it doesn’t move.",eigenvec_val
"In the example, the steady state has v = w.",eigenvec_val
"Example 6. In nuclear engineering, a reactor is called critical when it is neutrally",eigenvec_val
"stable; the ﬁssion balances the decay. Slower ﬁssion makes it stable, or subcritical, and",eigenvec_val
eventually it runs down. Unstable ﬁssion is a bomb.,eigenvec_val
The laws of diffusion led to a ﬁrst-order system du/dt = Au. So do a lot of other appli-,eigenvec_val
"cations, in chemistry, in biology, and elsewhere, but the most important law of physics",eigenvec_val
"does not. It is Newton’s law F = ma, and the acceleration a is a second derivative. In-",eigenvec_val
ertial terms produce second-order equations (we have to solve d2u/dt2 = Au instead of,eigenvec_val
"du/dt = Au), and the goal is to understand how this switch to second derivatives alters",eigenvec_val
"the solution5. It is optional in linear algebra, but not in physics.",eigenvec_val
The comparison will be perfect if we keep the same A:,eigenvec_val
dt2 = Au =,eigenvec_val
Two initial conditions get the system started—the “displacement” u(0) and the “veloc-,eigenvec_val
"ity” u′(0). To match these conditions, there will be 2n pure exponential solutions.",eigenvec_val
"Suppose we use ω rather than λ, and write these special solutions as u = eiωtx. Sub-",eigenvec_val
"stituting this exponential into the differential equation, it must satisfy",eigenvec_val
"The vector x must be an eigenvector of A, exactly as before. The corresponding eigen-",eigenvec_val
"value is now −ω2, so the frequency ω is connected to the decay rate λ by the law",eigenvec_val
"5Fourth derivatives are also possible, in the bending of beams, but nature seems to resist going higher than four.",eigenvec_val
5.4 Differential Equations and eAt,eigenvec_val
−ω2 = λ. Every special solution eλtx of the ﬁrst-order equation leads to two special,eigenvec_val
solutions eiωtx of the second-order equation. and the two exponents are ω = ±,eigenvec_val
"This breaks down only when λ = 0, which has just one square root; if the eigenvector is",eigenvec_val
"x, the two special solutions are x and tx.",eigenvec_val
"For a genuine diffusion matrix, the eigenvalues λ are all negative and the frequencies",eigenvec_val
ω are all real: Pure diffusion is converted into pure oscillation. The factors eiωt produce,eigenvec_val
"neutral stability, the solution neither grows or decays, and the total energy stays precisely",eigenvec_val
"constant. It just keeps passing around the system. The general solution to d2u/dt2 = Au,",eigenvec_val
"if A has negative eigenvalues λ1,...,λn and if ω j =",eigenvec_val
"As always, the constants are found from the initial conditions. This is easier to do (at the",eigenvec_val
expense of one extra formula) by switching from oscillating exponentials to the more,eigenvec_val
familiar sine and cosine:,eigenvec_val
u(t) = (a1cosω1t +b1sinω1t)x1 +···+(ancosωnt +bnsinωnt)xn.,eigenvec_val
The initial displacement u(0) is easy to keep separate: t = 0 means that sinωt = 0 and,eigenvec_val
"cosωt = 1, leaving only",eigenvec_val
"u(0) = a1x1 +···+anxn,",eigenvec_val
Then differentiating u(t) and setting t = 0. the b’s are determined by the initial velocity:,eigenvec_val
"u′(0) = b1ω1x1 +···+bnωnxn. Substituting the a’s and b’s into the formula for u(t), the",eigenvec_val
The matrix A =,eigenvec_val
has λ1 = −1 and λ2 = −3. The frequencies are ω1 = 1 and,eigenvec_val
"3. If the system starts from rest, u′(0) = 0, the terms in bsinωt will disappear:",eigenvec_val
Solution from u(0) =,eigenvec_val
"Physically, two masses are connected to each other and to stationary wails by three",eigenvec_val
"identical springs (Figure 5.3). The ﬁrst mass is held at v(0) = 1, the second mass is held",eigenvec_val
"at w(0) = 0, and at t = 0 we let go. Their motion u(t) becomes an average of two pure",eigenvec_val
"oscillations, corresponding to the two eigenvectors. In the ﬁrst mode x1 = (1,1), the",eigenvec_val
masses move together and the spring in the middle is never stretched (Figure 5.3a). The,eigenvec_val
frequency ω1 = 1 is the same as for a single spring and a single mass. In the faster mode,eigenvec_val
"x2 = (1,−1) with frequency",eigenvec_val
"3, the masses move oppositely but with equal speeds. The",eigenvec_val
general solution is a combination of these two normal modes. Our particular solution is,eigenvec_val
"As time goes on, the motion is “almost periodic.” If the ratio ω1/ω2 had been a",eigenvec_val
"fraction like 2/3, the masses would eventually return to u(0) = (1,0) and begin again.",eigenvec_val
A combination of sin2t and sin3t would have a period of 2π. But,eigenvec_val
3 is irrational. The,eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
"best we can say is that the masses will come arbitrarily close to (1,0) and also (0,1).",eigenvec_val
"Like a billiard ball bouncing forever on a perfectly smooth table, the total energy is ﬁxed.",eigenvec_val
Sooner or later the masses come near any state with this energy.,eigenvec_val
Again we cannot leave the problem without drawing a parallel to the continuous case.,eigenvec_val
"As the discrete masses and springs merge into a solid rod, the “second differences” given",eigenvec_val
"by the 1, −2, 1 matrix A turn into second derivatives. This limit is described by the",eigenvec_val
celebrated wave equation ∂ 2u/∂t2 = ∂ 2u/∂x2.,eigenvec_val
"1. Following the ﬁrst example in this section, ﬁnd the eigenvalues and eigenvectors,",eigenvec_val
"and the exponential eAt, for",eigenvec_val
"2. For the previous matrix, write the general solution to du/dt = Au, and the speciﬁc",eigenvec_val
"solution that matches u(0) = (3,1). What is the steady state as t → ∞? (This is a",eigenvec_val
continuous Markov process; λ = 0 in a differential equation corresponds to λ = 1 in,eigenvec_val
"a difference equation, since e0t = 1.)",eigenvec_val
3. Suppose the time direction is reversed to give the matrix −A:,eigenvec_val
Find u(t) and show that it blows up instead of decaying as t → ∞. (Diffusion is,eigenvec_val
"irreversible, and the heat equation cannot run backward.)",eigenvec_val
"4. If P is a projection matrix, show from the inﬁnite series that",eigenvec_val
eP ≈ I +1.718P.,eigenvec_val
5. A diagonal matrix like Λ =,eigenvec_val
"satisﬁes the usual rule eΛ(t+T) = eΛteΛT, because",eigenvec_val
the rule holds for each diagonal entry.,eigenvec_val
"(a) Explain why eA(t+T) = eAteAT, using the formula eAt = SeΛtS−1.",eigenvec_val
"(b) Show that eA+B = eAeB is not true for matrices, from the example",eigenvec_val
(use series for eA and eB).,eigenvec_val
5.4 Differential Equations and eAt,eigenvec_val
6. The higher order equation y′′ +y = 0 can be written as a ﬁrst-order system by intro-,eigenvec_val
ducing the velocity y′ as another unknown:,eigenvec_val
"If this is du/dt = Au, what is the 2 by 2 matrix A? Find its eigenvalues and eigen-",eigenvec_val
"vectors, and compute the solution that starts from y(0) = 2, y′(0) = 0.",eigenvec_val
7. Convert y′′ = 0 to a ﬁrst-order system du/dt = Au:,eigenvec_val
This 2 by 2 matrix A has only one eigenvector and cannot be diagonalized. Compute,eigenvec_val
"eAt from the series I +At +··· and write the solution eAtu(0) starting from y(0) = 3,",eigenvec_val
"y′(0) = 4. Check that your (y,y′) satisﬁes y′′ = 0.",eigenvec_val
8. Suppose the rabbit population r and the wolf population w are governed by,eigenvec_val
dt = 4r −2w,eigenvec_val
dt = r +w.,eigenvec_val
"(a) Is this system stable, neutrally stable, or unstable?",eigenvec_val
"(b) If initially r = 300 and w = 200, what are the populations at time t?",eigenvec_val
"(c) After a long time, what is the proportion of rabbits to wolves?",eigenvec_val
9. Decide the stability of u′ = Au for the following matrices:,eigenvec_val
"10. Decide on the stability or instability of dv/dt = w, dw/dt = v. Is there a solution",eigenvec_val
"11. From their trace and determinant, at what time t do the following matrices change",eigenvec_val
"between stable with real eigenvalues, stable with complex eigenvalues, and unstable?",eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
12. Find the eigenvalues and eigenvectors for,eigenvec_val
dt = Au =,eigenvec_val
"Why do you know, without computing, that eAt will be an orthogonal matrix and",eigenvec_val
3 will be constant?,eigenvec_val
13. For the skew-symmetric equation,eigenvec_val
dt = Au =,eigenvec_val
(a) write out u′,eigenvec_val
3 and conﬁrm that u′,eigenvec_val
(b) deduce that the length u2,eigenvec_val
3 is a constant.,eigenvec_val
(c) ﬁnd the eigenvalues of A.,eigenvec_val
"The solution will rotate around the axis w = (a,b,c), because Au is the “cross prod-",eigenvec_val
uct” u×w—which is perpendicular to u and w.,eigenvec_val
"14. What are the eigenvalues λ and frequencies ω, and the general solution, of the fol-",eigenvec_val
15. Solve the second-order equation,eigenvec_val
"16. In most applications the second-order equation looks like Mu′′+Ku = 0, with a mass",eigenvec_val
matrix multiplying the second derivatives. Substitute the pure exponential u = eiωtx,eigenvec_val
and ﬁnd the “generalized eigenvalue problem” that must be solved for the frequency,eigenvec_val
ω and the vector x.,eigenvec_val
"17. With a friction matrix F in the equation u′′ + Fu′ − Au = 0, substitute a pure expo-",eigenvec_val
nential u = eλtx and ﬁnd a quadratic eigenvalue problem for λ.,eigenvec_val
"18. For equation (16) in the text, with ω = 1 and",eigenvec_val
"3, ﬁnd the motion if the ﬁrst mass is",eigenvec_val
"hit at t = 0; u(0) = (0,0) and u′(0) = (1,0).",eigenvec_val
19. Every 2 by 2 matrix with trace zero can be written as,eigenvec_val
Show that its eigenvalues are real exactly when a2 +b2 ≥ c2.,eigenvec_val
5.4 Differential Equations and eAt,eigenvec_val
"20. By back-substitution or by computing eigenvectors, solve",eigenvec_val
21. Find λ’s and x’s so that u = eλtx solves,eigenvec_val
"What combination u = c1eλ1tx1 +c2eλ2tx2 starts from u(0) = (5,−2)?",eigenvec_val
"22. Solve Problem 21 for u(t) = (y(t),z(t)) by back-substitution:",eigenvec_val
The solution for y will be a combination of e4t and et.,eigenvec_val
"23. Find A to change y′′ = 5y′ +4y into a vector equation for u(t) = (y(t),y′(t)):",eigenvec_val
What are the eigenvalues of A? Find them also by substituting y = eλt into the scalar,eigenvec_val
equation y′′ = 5y′ +4y.,eigenvec_val
