text,label
around loops is much easier than recognizing combinations of the columns.,orthogonality
"the left nullspace, so y1 and y2 are a basis (the dimension had to be m−r = 5−3 = 2).",vector spaces
the direction that is ampliﬁed most by A−1.,computations
"2. What is the dual of the following problem: Maximize y2 subject to y1 ≥ 0, y2 ≥ 0,",linear_prog
"nxn, no eigenvalue can be larger than 1. (Otherwise",eigenvec_val
"number of operations—we just use the new value instead of the old, and actually save",computations
four nodes. Node 4 is grounded and the potential x4 = 0 is ﬁxed. The ﬁrst thing is the,vector spaces
"second derivatives: Fxx, Fxy = Fyx, and Fyy. These three numbers (like 4, 4, 2) must",pos_def_matrices
and b = rsinθ. Combining these two equations moves us into polar coordinates:,eigenvec_val
Does the inverse of Qθ equal Q−θ (rotation backward through θ)? Yes.,vector spaces
"From the b column after elimination, read off m−r basis vectors in the left nullspace",vector spaces
"Creating zeros above the pivots, we reach A−1:",gauss elim
"combinations of the vectors (1,1,2) and (1,2,3). This is the reverse of the previous",orthogonality
"34. If U is unitary and Q is a real orthogonal matrix, show that U−1 is unitary and also",eigenvec_val
combine these “normal modes” to ﬁnd the solution. To say the same thing in another,eigenvec_val
16. Suppose P is the projection matrix onto the line through a.,orthogonality
33. Diagonalize B and compute SΛkS−1 to prove this formula for Bk:,eigenvec_val
8J Ax ≥ b has a solution x ≥ 0,linear_prog
0 1 0 3,vector spaces
Generalized problem Ax = λMx,pos_def_matrices
"The dimension of this nullspace N(AT) is easy to ﬁnd, For any matrix, the number",vector spaces
"ordinary elimination for Ax = b, and is the reason for the simplex method’s success. But",linear_prog
"we keep a ﬁxed number of signiﬁcant digits (say three, for an extremely weak computer).",gauss elim
3.4 Orthogonal Bases and Gram-Schmidt,orthogonality
. The rotation matrix has,determinants
"the network, across which all capacities are ﬁlled. That cut separates nodes 5 and 6 from",linear_prog
"Find the determinants of L, U, A, U−1L−1, and U−1L−1A.",determinants
"variables zero. Its pivot variables are the ﬁrst r entries of d, so Rxp = d.",vector spaces
4x1 +6x2 = 2.,determinants
"Compared with a general 5 by 5 matrix, that step displays two major simpliﬁcations:",gauss elim
"(b) A new corner at (−1,0) makes it lopsided (four sides). Find the area.",determinants
"One solution (x, y) = (−1, 2)",gauss elim
"braically so simple, sending (x,y) to (y,x), that the geometric pic-",vector spaces
"In practice, the Geiger counter is not exact. Instead, we make readings b1,...,bm at",orthogonality
2. The conjugate of a sum equals the sum of the conjugates:,eigenvec_val
"Continuing the search, we also ﬁnd that rows 1+4 equal rows 2+5. But this is nothing",vector spaces
"W spanned by (0,0,1), but V is not W⊥. The orthogonal complement of W is a two-",orthogonality
"v1cosθ⊥v2sinθ and put those coefﬁcients into column 1. Similarly V2 (or IV2, the",eigenvec_val
8.3 The Dual Problem,linear_prog
10. Suppose A is a 2 by 2 symmetric matrix with unit eigenvectors u1 and u2. If its,pos_def_matrices
1 0 0 1,determinants
we now assume to be perfectly understood!). It is a genuine example of the large linear,gauss elim
Multiplying this series by I −A leaves the identity matrix—all higher powers cancel—so,eigenvec_val
solution xB = B−1b.,linear_prog
projections and multiply the projection matrices P1P2: Is this a projection?,orthogonality
question is fundamental throughout Chapter 5. A table that organizes the key facts may,eigenvec_val
Fully reduced at P,linear_prog
You see the pattern: Every Fibonacci number is the sum of the two previous F’s:,eigenvec_val
I think an example is the best way to explain B = M−1AM. Suppose T is projection,eigenvec_val
"Algebra is about equations, and analysis is often about inequalities. The line between",linear_prog
two equations in one unknown:,orthogonality
42. If A =,eigenvec_val
second pivot. (There won’t be a third pivot.) For the present we trust all n pivot entries,gauss elim
1.4 What is the echelon form U of A?,vector spaces
into the inﬁnite series to ﬁnd eAt. First compute A2:,eigenvec_val
ω and the vector x.,eigenvec_val
"the question is how, There are still three columns on the left side of the equations, and",gauss elim
cause S−1 cancels S). The whole exponential is diagonalized by S:,eigenvec_val
1 2 3 6 9,vector spaces
vertical distances b−C −Dt to the straight line (not perpendicular distances!). It is the,orthogonality
13. Find the norms and condition numbers from the square roots of λmax(ATA) and,computations
are zero. We develop iterative rather than direct methods for solving Ax = b. An iter-,computations
34. Suppose that A = SΛS−1. Take determinants to prove that detA = λ1λ2···λn = prod-,eigenvec_val
"Example 9. These four columns span the column space of U, but they are not indepen-",vector spaces
"ﬁrst two perpendicular axes. Since (x,x2) = 0, it only has to correct the angle between 1",orthogonality
"Example 1. u′′ = 2 with u(0) = u(1) = 0, and solution u(x) = x−x2.",pos_def_matrices
"vectors q1, q2, q3, which go into the columns of an orthogonal matrix Q:",orthogonality
"The story is a long one, because these principles have been known for more than a",pos_def_matrices
"Left nullspace: dimension m−r = m−n+1, contains y’s from the loops.",vector spaces
"This is the characteristic polynomial. Its roots, where the determinant is zero, are the",eigenvec_val
"9. Suppose you do two row operations at once, going from",determinants
"To express this in matrix terms, we need the permutation matrix P that produces the",gauss elim
"J is block-diagonal, and the powers of each block can be taken separately:",eigenvec_val
2y + 2z = 4,vector spaces
both of those subspaces?,vector spaces
Solution at time k,eigenvec_val
0 ∗ ∗ ∗,computations
followed directly from these properties.,determinants
description may include repeated conditions (dependent rows). We can’t write a basis,vector spaces
"1 to produce B1, the determinant is",determinants
"so that x1 is close to, but a little inside, the boundary at which a component of x reaches",linear_prog
of eigenvectors. Now we look at all combinations M−1AM—formed with any invertible,eigenvec_val
"you from P to Q to R, and that the corner R is optimal.",linear_prog
You see that we keep coming back to the geometrical interpretation of a least-squares,orthogonality
"pivots are available, there is no need to assume that A is nonsingular. Here is PA = LU",vector spaces
−c a ]. What is the inverse of each matrix if ad ̸= bc?,gauss elim
5. Which of these matrices cannot be diagonalized?,eigenvec_val
"(1,1,1). Construct a 3 by 3 matrix whose column space is only a line.",vector spaces
"are still combinations of pure exponentials, but now there are inﬁnitely many. Instead",eigenvec_val
"v = (2,1) then T(v) = (1,2). Find S(T(v)) and T(S(v)). This shows that generally",vector spaces
"(Figure 4.2), the “volume” of a parallelogram equals the base ℓ times the height h, The",determinants
0 0 0 0,vector spaces
"�� → minimum at (0,0,0).",pos_def_matrices
(set b = Ax),pos_def_matrices
7.4 Iterative Methods for Ax = b,computations
away row 1 and column j. Its determinant is multiplied by a1 j—and by a plus or minus,determinants
"ces L with is on the diagonal, symmetric matrices S, positive matrices M, diagonal",gauss elim
Example 1. The steps from n = 4 to m = 2 are,orthogonality
39. Prove in three steps that AT is always similar to A (we know that the λ’s are the,eigenvec_val
of method 1 (and the solution is �C = 1,orthogonality
0 1 0 0,eigenvec_val
"1. For the complex numbers 3+4i and 1−i,",eigenvec_val
ﬁfty projections give the same point p as the ﬁrst projection:,orthogonality
23. Multiplying the rank 1 matrices A = uvT and B = wzT gives uzT times the number,vector spaces
established variational form of the eigenvalue problem.,pos_def_matrices
"30. A particular solution to du/dt = Au−b is up = A−1b, if A is invertible. The solutions",eigenvec_val
uct” u×w—which is perpendicular to u and w.,eigenvec_val
"pivots will be small; how many do we ignore? The second has one small pivot, but we",pos_def_matrices
test b3 +b2 −5b1 = 0. This is the equation for the plane (in the ﬁrst description of,vector spaces
6. Suppose An is the n by n tridiagonal matrix with is on the three diagonals:,determinants
"If we allow large changes in b or c, the solution behaves in a very jumpy way. As",linear_prog
Problems 45–49 use column-row multiplication and block multiplication.,gauss elim
3. For the Fibonacci matrix A =,eigenvec_val
only the entries strictly below the diagonal will be involved:,computations
"a p by q block of zeros prevents a matching if p+q > n. Here women 3, 4 could marry",linear_prog
To produce y∗ we return to the simplex method—which has already computed x∗. Our,linear_prog
"Example 2. The matrix that projects onto the line through a = (1,1,1) is",orthogonality
Problem: Prove also that rank(AB) ≤ rank(B).,vector spaces
"deﬁnite matrix, since c(A) = c(RT)c(R).",computations
rows of A. Its dimension is also r.,vector spaces
direction. The next elimination step will produce zeros in row 3 of the matrix. This,vector spaces
"3M If A has independent columns, then ATA is square, symmetric, and invert-",orthogonality
"different columns. By deciding even or odd, compute detA and detB.",determinants
"rows have n components and so does the vector x in Ax = 0. We have to show, using",orthogonality
tiplication by real numbers. Addition and multiplication must produce vectors in the,vector spaces
or prove that there is no such matrix.,orthogonality
Sn is the Fibonacci number F2n+2 by proving F2n+2 = 3F2n − F2n−2. Keep using,determinants
"Linear dependence is easy to visualize in three-dimensional space, when all vectors",vector spaces
"including the origin, are fakes.",linear_prog
7.2 Matrix Norm and Condition Number,computations
should run. Insofar as our linear model reﬂects the true economy. x∗ and y∗ represent,linear_prog
7.4 Iterative Methods for Ax = b,computations
"That makes Ax = b solvable, so b is in the column space. All columns of A pass this",vector spaces
"11. Write P, Q and R in the form λ1x1xH",eigenvec_val
"2. Find the matrix A whose eigenvalues are 1 and 4, and whose eigenvectors are",eigenvec_val
Remark 3. Other matrices S will not produce a diagonal Λ. Suppose the ﬁrst column,eigenvec_val
means that the product U−1,eigenvec_val
"20. What is the axis and the rotation angle for the transformation that takes (x1,x2,x3)",vector spaces
with FF = nI to ﬁnd F2 and F4 for the n by n Fourier matrix.,orthogonality
"a small residual, sometimes a small δx.",computations
From U back to A,gauss elim
"a line is carried out by a projection matrix P, and written in this new order we can see",orthogonality
"3−1,1), the two masses oscillate together—but the ﬁrst mass",pos_def_matrices
0 ∗ ∗ ∗,computations
you construct a 3 by 3 example with all |aij| ≤ 1 whose last pivot is 4? This is the,gauss elim
"Zero is a triple eigenvalue for A and B, so it will appear in all their Jordan blocks. There",eigenvec_val
multiples of the ﬁrst equation from the other equations. The goal is to eliminate u from,gauss elim
"16. If A is positive deﬁnite and a11 is increased, prove from cofactors that the determinant",pos_def_matrices
Suppose we have four women and four men. Some of those sixteen couples are compat-,linear_prog
"Since those projections are orthogonal, Pythagoras should still be correct. The square",orthogonality
3)2 to cancel the 9.,pos_def_matrices
"unforgettable as the formula in equation (1), but it relates the lengths of the sides of any",orthogonality
16. F is symmetric. So transpose equation (14) to ﬁnd a new Fast Fourier Transform!,orthogonality
add to zero. Every vector b in the column space has yTb = 0—the potential differences,vector spaces
neutrally stable if some |λi| = 1 and all the other |λi| < 1; and,eigenvec_val
22. Let S be the subspace of R4 containing all vectors with x1 +x2 +x3 +x4 = 0. Find a,orthogonality
∥x∥2 = xTx. This connection we want to preserve. The inner product must be modiﬁed,eigenvec_val
told which conditions the vectors in the space must satisfy. (Example: The nullspace,vector spaces
"as A, but different eigen",eigenvec_val
the program. We denote optimal vectors by an asterisk.,linear_prog
That gives the formula for the number �x and the projection p:,orthogonality
ce+dg c f +dh,determinants
columns of F are orthogonal.,orthogonality
"onal matrix, and a real orthogonal matrix? (The ﬁrst answer is the sum of the",eigenvec_val
C + 2D = 3,orthogonality
"tors. This number, which is shared by all bases and expresses the number of",vector spaces
then those eigenvectors are linearly independent.,eigenvec_val
"Example 3. Suppose A has rank 1, so its row space and column space are lines:",orthogonality
Thus A−1Ax = x. The matrix A−1 times A is the identity matrix. Not all matrices have,gauss elim
"corner is the optimal vector x∗, and the method stops.",linear_prog
from the rows above. This produces zeros above the diagonal as well as below. When it,gauss elim
"to 1. We might be talking about the value of steel and food and labor, instead of the",eigenvec_val
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
"For a positive deﬁnite matrix, the solution x = A−1b and the error δx =",computations
"38. Find by experiment the number of positive, negative, and zero eigenvalues of",pos_def_matrices
", use SΛS−1 to",eigenvec_val
"(1,2,3). So would an exchange of 3 and 2, then 3 and 1, and then 2 and 1. In both",determinants
"12. If A is invertible, which properties of A remain true for A−1?",gauss elim
0 0 1 −1,gauss elim
11 12 13 14,determinants
Chapter 7 Computations with Matrices,computations
P! Find two vectors in P and check that their sum is not in P.,vector spaces
them). But the block sizes don’t match and J is not similar to K:,eigenvec_val
"bases. The algebra is almost straightforward. Suppose we have a basis v1,...,vn. The",eigenvec_val
2. x+(y+z) = (x+y)+z.,vector spaces
"of its q1, q2, q3 components: c = (qT",orthogonality
16. Suppose all r pivot variables come last. Describe the four blocks in the m by n,vector spaces
"This discussion is ﬁnished once we decide how to compute steps 1, 3, and 4:",linear_prog
smaller matrix Fm. The central problem is to recover y from the half-size vectors y′ and,orthogonality
j q j = 0. On the diagonal,orthogonality
(c) Why is the inner product of Px with Py again the same? What is the angle,orthogonality
updates the basis matrix correctly.,linear_prog
That is the ﬁrst equation in ATy = f. Similarly at the other three nodes—conservation,vector spaces
"Using cofactors of the last row of B4, show that |B4| = 2|B3|−|B2| = 1:",determinants
transformed to Ax (A is 2 by 2).,vector spaces
3. Explain why |λn/λn−1| controls the convergence of the usual power method. Con-,computations
"were even theorems to demonstrate it, but they did not allow for all possible methods.)",gauss elim
"Test this pattern for L = eye(5) − diag(1:5)\diag(1:4,−1) and inv(L).",gauss elim
"Writing the two components separately, we have v(0) = 8 and w(0) = 5:",eigenvec_val
Function Spaces and Fourier Series,orthogonality
"Starting from (3,2,1), a single exchange of 3 and 1 would achieve the natural order",determinants
elimination steps do not change the determinant. By rule 6 the zero row means a zero,determinants
to 1. Therefore a Markov process is neutrally stable.,eigenvec_val
"At the end is the triangular system, ready for back-substitution. You may prefer this",gauss elim
properties of a basis implies the other.,vector spaces
since we only have to worry about the plane triangle Oab.,orthogonality
"48. If P has 1s on the antidiagonal from (1,n) to (n,1), describe PAP.",gauss elim
"With this simple scaling, the power method uk+1 = Auk/αk converges to a multiple of",computations
Please look closely to see what actually happens at the moment when yb = cx. Some,linear_prog
Solve Rx = 0 to ﬁnd xn (its free variable is x2 = 1). Solve Rx = d to ﬁnd xp (its free,vector spaces
"minimum, f is allowed to vanish only at x = y = 0. When f(x,y) is strictly positive at",pos_def_matrices
"because the rows are orthogonal. Using the product and transposing rules,",determinants
change does that produce in the solution x?,computations
Each of the following tests is a necessary and sufﬁcient condition for a,pos_def_matrices
variable leaves the basis and which one enters. The basic variables are computed by,linear_prog
2. Bernadelli studied a beetle “which lives three years only. and propagates in as third,eigenvec_val
3. The matrix is positive deﬁnite. This extra property says that the pivots are positive.,gauss elim
The theory of Markov processes is illustrated by that California example:,eigenvec_val
The second term in equation (2) disappears to leave only,pos_def_matrices
u+v = 2 −→ .0001u+v = 1,gauss elim
"23. If A has eigenvalues 0, 1, 2, what are the eigenvalues of A(A−I)(A−2I)?",eigenvec_val
"row 2 = (c, 1)",determinants
"may involve negative or complex numbers, we take absolute values: |λ||z| = |Az| ≤ A|z|",eigenvec_val
"w z], then CD = −DC yields 4 equations Ax = 0:",determinants
What will be the pivots? Will a row exchange be required?,gauss elim
and minimize it. But setting its derivatives to zero will not give linear equations for the,orthogonality
"x2 = (1,−1) with frequency",eigenvec_val
"(b) λ −1 is an eigenvalue of A−1, as in Problem 21.",eigenvec_val
"eigenvalues of the corresponding A, and sketch the ellipse.",pos_def_matrices
"(b) If a 3 by 4 matrix has rank 3, what are its column space and left nullspace?",vector spaces
the parabolic boundary line between real and complex eigenvalues. The reason for the,eigenvec_val
that gives the minimum will be the solution u(x). The differential equation has been,pos_def_matrices
5E The eigenvalues of Ak are λ k,eigenvec_val
"40. The vectors v = (1,i,1), w = (i,1,0) and z =",eigenvec_val
"the cost happened to be x+2y, the whole edge between B and A would be optimal. The",linear_prog
"the triangular A has 1s along the diagonal, then detA = 1.",determinants
all Reλ < 0,eigenvec_val
"2. Give an example in R2 of linearly independent vectors that are not orthogonal. Also,",orthogonality
"In short, the matrix carries all the essential information. If the basis is known, and the",vector spaces
Another constraint is fundamental to linear programming: x and y are required to be,linear_prog
three inverse matrices in the right order:,gauss elim
"Ay = (0.3, 0.7)",eigenvec_val
"equals (9,2) instead of (8,1). With scalar multiplication unchanged, which rules",vector spaces
2.5 Graphs and Networks,vector spaces
nullspaces of A and AHA are,eigenvec_val
Those positive pivots in D multiply perfect squares to make xTAx positive. Thus condi-,pos_def_matrices
Special Matrices and Applications,gauss elim
"5U If A has s independent eigenvectors, it is similar to a matrix with s blocks:",eigenvec_val
This block Ji will enter when λ is a triple eigenvalue with a single eigenvector. Its,eigenvec_val
Rn (n real components),eigenvec_val
"1.14 Do the vectors (1,1,3), (2,3,6), and (1,4,3) form a basis for R3?",vector spaces
"4. Solve −u′′ = 2 with a single hat function, but place its node at x = 1",pos_def_matrices
equations are really one vector equation:,gauss elim
Negative components of r correspond to edges on which the cost goes down.,linear_prog
invertible. Then M−1JM = K is impossible.,eigenvec_val
1. Solve [1 x],orthogonality
Chapter 2 Vector Spaces,vector spaces
14. Find the rank and all four eigenvalues for both the matrix of ones and the checker,eigenvec_val
equals (AT)−1; for a symmetric matrix this is just A−1. A−1 equals its own transpose; it,gauss elim
"3,3). The new cost −91",linear_prog
v = v−h jnq j,computations
a11(x1)k+1 = (−a12x2 −a13x3 −···−a1nxn)k +b1.,computations
"9. If B is positive deﬁnite, show from the minimax principle (12) that the second small-",pos_def_matrices
. It can’t be the zero vector Z!,vector spaces
"4.16 The circular shift permutes (1,2,...,n) into (2,3,...,1). What is the corresponding",determinants
"We know that C1 j depends on rows 2,...,n. Row 1 is already accounted for by",determinants
Then the stiffness matrix is actually tridiagonal:,pos_def_matrices
This constant equals Pmin because the term before it is never negative. (Why?),pos_def_matrices
31. This 4 by 4 matrix needs which elimination matrices E21 and E32 and E43?,gauss elim
The transpose of a lower triangular matrix is upper triangular. The transpose of AT brings,gauss elim
"3w(w−1)(3n−2w+1). For a full matrix with w = n, we recover",gauss elim
"Note. This “zeroing” is not so easy to continue, because the rotations that produce",eigenvec_val
"If λ1 > 1, (I −A)−1 fails to be nonnegative.",eigenvec_val
case” because the third column is,gauss elim
60 coefﬁcient matrix A?,gauss elim
"If we are asking the columns to be a basis for the whole space Rn, then the matrix must",vector spaces
34. Put bases for the orthogonal subspaces V and W into the columns of matrices V and,orthogonality
"34. If A and B have the exactly the same eigenvalues and eigenvectors, does A = B? With",eigenvec_val
"oft a number after 16 bits, that is an error, But when a problem is so excruciatingly",computations
"is far from over, and we will identify the spectral radius that controls the speed of con-",computations
ﬁnd the Jacobi iteration matrix S−1T = −D−1(L +U) and its eigenvalues µi. Find,computations
problem is to show that the method stopped in the right place for the dual problem (even,linear_prog
row exchange. It comes from exchanging the rows of I:,gauss elim
"In a large problem, a departing variable might reenter the basis later on. But the cost",linear_prog
"span, and they are independent. So they form a basis. Notice again that a vector space",vector spaces
eigenvalues are positive. The test brings together three of the most basic ideas in the,pos_def_matrices
(d) The columns of a matrix are a basis for the column space.,vector spaces
"tried to make the row and column spaces the same size, with equal dimension r.",orthogonality
(c) what subspace is spanned by the positive matrices (all aij > 0)?,vector spaces
it would be wrong to leave it there because the rank has a simple and intuitive meaning:,vector spaces
Symmetric: AT = A,eigenvec_val
"For the third one, draw the column vectors (2,1) and (0,3). Multiplying by (1,1)",gauss elim
"column of B. In Figure 1.7, the 3, 2 entry of AB comes from row 3 and column",gauss elim
ann(xn)k+1 = (−an1x1 −an2x2 −···−ann−1xn−1)k+1 +bn.,computations
smallest subspace containing A?,vector spaces
In the right-hand ﬁgure there is a multiplication by 2 (and if it had been −2 the vector,gauss elim
Then S−1AS = Λ becomes special—it is Q−1AQ = Λ or,eigenvec_val
"not positive deﬁnite, because f(1,1) = −8. The conditions a > 0 and c > 0 ensure that",pos_def_matrices
That row exchange recovers LU—but now ℓ31 = 1 and ℓ21 = 2:,gauss elim
Example 1. The inverse of a sum matrix is a difference matrix:,determinants
Example 3. A =,eigenvec_val
"too that L and U are transposes of one another, as expected from the symmetry. The",gauss elim
AAT = (UΣV T)(VΣTUT) = UΣΣTUT,pos_def_matrices
"34. With 2 by 2 blocks, you cannot always use block determinants!",determinants
"of the feasible set, and computing their costs. In practice this is impossible. There",linear_prog
"f(x), say its values at n equally spaced points x = h,x = 2h,...,x = nh. We compute",gauss elim
take the nonzero rows of U.,vector spaces
Row picture: Intersection of planes,gauss elim
means that even Gauss-Seidel will require a great many iterations. But since sinπh =,computations
This matrix H has the remarkable property H2 = I. Two reﬂections bring back,vector spaces
"squares, and it is harder. We would still form E2, the sum of the squares of the errors,",orthogonality
The system is singular if row 3 of A is a,gauss elim
"There are simple formulas for the best left and right inverses, if they exist:",vector spaces
"3 tells which variable hits zero ﬁrst, and must",linear_prog
"4If everybody outside moves in and everybody inside moves out, then the populations are reversed every year",eigenvec_val
the duality gap sx is generally below 10−8 after 20–80 Newton steps. This algorithm,linear_prog
"Here is a more direct proof that this A is not diagonalizable. Since λ1 = λ2 = 0, Λ",eigenvec_val
"2. Find the condition on b1, b2, b3 to have a solution.",vector spaces
"Remark 5. The second derivatives at (0,0) are decisive:",pos_def_matrices
"2. When the column space doesn’t contain every b in Rm, we need the conditions on",vector spaces
j to ﬁnd a formula for a j. The,computations
matrix. Show that any vector z equals (vH,eigenvec_val
b = 0 and also b = 2 at t = z = 0 (and b = 2 at t = z = 1).,pos_def_matrices
"x0 = 0, r0 = b, p0 = r0",computations
4x + 8y = 6.,gauss elim
“average” the experiments and ﬁnd an optimal line. That line is not to be confused with,orthogonality
span S⊥. This is the same as solving Ax = 0 for which A?,orthogonality
The ordinary least-squares problem leading to �xW comes from changing Ax = b to,orthogonality
"whatever the original matrix A was, which we do not even know in this example—are a",vector spaces
gives the best x.,orthogonality
right-hand side to zero and ﬁnd all solutions xn.,vector spaces
"Karmarkar proposed a method based on two simple ideas, and in his experiments it",linear_prog
"transformation is the identity) is −v1sinθ +v2cosθ, producing column 2:",eigenvec_val
columns. It will be an “m by n matrix.”,gauss elim
M = I −uvT,gauss elim
"reason for EG ̸= GE. It is worth taking one more step, to see what happens with all",gauss elim
n by m left-inverse B such that BA = In. This is possible only if m ≥ n.,vector spaces
"2 and eigenvalues 1, 0. Then 1",eigenvec_val
y j+m = y′,orthogonality
"For the difference equation uk+1 = Auk, we emphasize the main point. Every eigen-",eigenvec_val
14. Prove that the condition number ∥A∥∥A−1∥ is at least 1.,computations
because they multiply A to give the zero rows in U.,vector spaces
It is crucial to keep these matrices in the right order. If Λ came before S (instead of,eigenvec_val
λmax = ωopt −1.,computations
27. Substitute y = eλt into y′′ = 6y′ − 9y to show that λ = 3 is a repeated root. This is,eigenvec_val
"4. By applying row operations to produce an upper triangular U, compute",determinants
Every linear programming problem falls into one of three possible categories:,linear_prog
− 2y + 2z =,gauss elim
projects onto the plane. What is the nullspace of P?,orthogonality
"2. Solve the triangular system of Problem 1 by back-substitution, y before x. Verify",gauss elim
"r , but it is n by n.",pos_def_matrices
"One ﬁnal note, Skew-Hermitian matrices satisfy KH = −K, just as skew-symmetric",eigenvec_val
(a+ib)(c+id) = ac+ibc+iad +i2bd,eigenvec_val
Therefore BA = I (which is not so obvious!).,vector spaces
example before ﬁnding A+ in general.,pos_def_matrices
detA = a1 jC1 j +a2 jC2 j +···+anjCnj.,determinants
(b) Compute uk = SΛkS−1u0 for any a and b.,eigenvec_val
answer. Here the matrices come in just the right order so that their product can be,gauss elim
Chapter 5 Eigenvalues and Eigenvectors,eigenvec_val
9. (a) Find the special solutions to Ux = 0. Reduce U to R and repeat:,vector spaces
The sign ±1 depends on whether the number of row exchanges is even or odd.,determinants
3.39 Under what condition on the columns of A (which may be rectangular) is ATA in-,orthogonality
A(t) all with positive determinants. (The straight path A(t) = A+t(I −A) does go,determinants
"L2, L3 (with diagonal 1s), U1, U2, U3, and A1, A2, A3?",determinants
"Show that this matrix has λ = 3,3 and only one line of eigenvectors. Trouble here",eigenvec_val
One solution is x = (1,pos_def_matrices
An Example of Gaussian Elimination,gauss elim
separate projections onto the x- and y-axes:,orthogonality
"26. The matrix Bn is the −1, 2, −1 matrix An except that b11 = 1 instead of a11 = 2.",determinants
"This is not an easy problem. It was attacked by John von Neumann, who was the",gauss elim
You must notice that the word “dimensional” is used in two different ways. We speak,vector spaces
The solution Aku0 approaches a multiple of x1—which is the steady state,eigenvec_val
dt = Ap −→,vector spaces
"to make b ≥ 0, consider the auxiliary problem of minimizing w1 + w2 + ··· + wm,",linear_prog
by any x gives a combination of the columns; it is a vector Ax in the column space.,vector spaces
"vectors, and compute the solution that starts from y(0) = 2, y′(0) = 0.",eigenvec_val
"7. Find a vector x orthogonal to the row space of A, and a vector y orthogonal to the",orthogonality
"This leads to the Schwarz inequality in equation (6), which is the most important",orthogonality
"the cost varies, these planes sweep out the whole n-dimensional space. The optimal x∗",linear_prog
then so is Q−1AQ. No entry can become dangerously large because Q preserves lengths.,computations
in common (Figure 1.5c). Changing the right sides will move the planes in Figure 1.5b,gauss elim
"powers Bk approach zero (convergence). This is no surprise, since |λ|max is below",computations
(b) If v is perpendicular to u show that Pv = zero vector. Then λ = 0.,eigenvec_val
BA = SΛ2S−1SΛ1S−1 = SΛ2Λ1S−1.,eigenvec_val
Figure 6.5: Minimizing 1,pos_def_matrices
most important feature of practically any dynamical system.,eigenvec_val
"be sure that a minus sign goes with the reverse diagonal, as the next exercises show.",determinants
(ad −bc)/a depends only on the 2 by 2 corner submatrix A2. The rest of A does not enter,determinants
0 0 2 0 0,vector spaces
that det(A−I) = 0. Show by example that this does not imply detA = 1.,determinants
44. Suppose T is reﬂection across the x-axis and S is reﬂection across the y-axis. The,vector spaces
corresponding f = xTAx:,pos_def_matrices
duality: cx∗ = y∗b.,linear_prog
"Special cases of normal matrices, all with orthonormal eigenvectors:",eigenvec_val
"If j = 1, we are maximizing R(x) over one constraint xTv = 0. That maximum is between",pos_def_matrices
"key to its success is the convolution rule. In matrix language, all “circulant matrices”",orthogonality
"We are dividing by the determinant, and A is invertible exactly when detA is nonzero.",determinants
In matrix notation this is multiplication by L. So A = LU and b = Lc.,gauss elim
0 0 0 1,linear_prog
"41. What are the three equations for A, B, C if the parabola Y = A + Bx +Cx2 equals 4",vector spaces
3.4 Orthogonal Bases and Gram-Schmidt,orthogonality
"Example 2. Now A has rank 2, and AAT =",pos_def_matrices
7.4 Iterative Methods for Ax = b,computations
"39. Suppose Ax = λx. If λ = 0, then x is in the nullspace. If λ ̸= 0, then x is in the",eigenvec_val
7. For a general 2 by 2 matrix,computations
no change in the eigenvalues:,computations
symmetric matrices of rank 1.,eigenvec_val
"c’s need not be unique, because the spanning set might be excessively large—it could",vector spaces
"47. If A = ones(4,4) and b = rand(4,1), how does MATLAB tell you that Ax = b has",gauss elim
if AC = CA,determinants
"L, D, and U, that are determined by the upper-left corner of A:",determinants
34. Multiply these matrices in the orders EF and FE and E2:,gauss elim
equation det(A−λI) = 0 and show that both eigenvalues are positive.,pos_def_matrices
(d) The column space of A−I equals the column space of A.,vector spaces
0 2 8 0,vector spaces
"sign. These signs alternate as in detM11, −detM12, detM13:",determinants
11. These equations are certain to have the solution x = y = 0. For which values of a is,gauss elim
∗ ∗ ∗ ∗,computations
13. The product (AB)C of linear transformations starts with a vector x and produces,vector spaces
"2. The effective rank The rank of a matrix is the number of independent rows, and",pos_def_matrices
This suggests a way to construct the maximal ﬂow: Check whether any path has,linear_prog
1000 equations in Chapter 1.,gauss elim
"When neighbors are exchanged, N changes by +1 or −1. Any exchange can be",determinants
Guess the form of Jk. Set k = 0 to ﬁnd J0. Set k = −1 to ﬁnd J−1.,eigenvec_val
10. Draw a graph with numbered and directed edges (and numbered nodes) whose inci-,vector spaces
"Section 4.2 explains these three deﬁning properties of the determinant, and their most",determinants
"dimensional ellipses.) In mechanics the eigenvectors give the principal directions, along",eigenvec_val
obvious. It also says something about square matrices: If the rows of a square matrix,vector spaces
A row exchange comes with the same column exchange to maintain symmetry.,pos_def_matrices
equation or minimize the quadratic.,pos_def_matrices
"food can be replaced by its vitamin equivalent, with no increase in cost, all adequate",linear_prog
0 2 0 6,vector spaces
"exchanges can never produce the natural order beginning with (3,2,1).",determinants
actly. The Rayleigh-Ritz principle produces an n-dimensional problem by choosing only,pos_def_matrices
39. Write A =,eigenvec_val
order of multiplication must be correct—if ABx = y then Bx = A−1y and x = B−1A−1y.,gauss elim
0 1 0 0,linear_prog
"speaking, those approximations stay on the same side of the solution x. An overrelax-",computations
"example, there are two pure exponentials to be combined:",eigenvec_val
